 CODIGO,CLAVE,DESCRIPCION,
01302028,TSC340FT,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. (3"" CED. 40)",
01302029,TSC440FT,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 06.0 MM. (4"" CED. 40)",
01302030,TSC640FT,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. (6"" CED. 40)",
01302031,TSC280FT,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. (2"" CED. 80)",
01302032,TSC380FT,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 07.6 MM. (3"" CED. 80)",
01302033,TSC680FT,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 11.0 MM. (6"" CED. 80)",
01302034,TCC2020,"TUBO DE ACERO AL CARBON CON COSTURA DE 508 X 09.5 MM. (20"" CED. 20)",
01302035,TSC3/480R,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. ROSC. (3/4"" CED. 80)",
01302036,TCC1620,"TUBO DE ACERO AL CARBON CON COSTURA DE 406 X 07.9 MM. (16"" CED. 20)",
01302037,TPVC4S,"TUBO DE PVC DE 102 MM. SAN. (4"")",
01302038,TPVC6S,"TUBO DE PVC DE 152 MM. SAN. (6"")",
01302042,TCPVC280C,"TUBO DE CPVC DE 051 MM. CEM. (2"" CED. 80)",
01302043,THDPE2RD11,"TUBO DE HDPE DE 051 MM. RD 11 (2"")",
01302044,TPVC6RD14C900,"TUBO DE PVC DE 152 MM. C900 (6"" RD 14)",
01302045,TPVC8RD14C900,"TUBO DE PVC DE 203 MM. C900 (8"" RD 14)",
01302046,TPVC4RD14C900,"TUBO DE PVC DE 102 MM. C900 (4"" RD 14)",
01302048,TCPVC11/2BLAZE,"TUBO DE CPVC DE 038 MM. BLAZE (1 1/2"")",
01302049,TCPVC3/4BLAZE,"TUBO DE CPVC DE 019 MM. BLAZE 3/4""",
01302050,TCC1040GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 09.3 MM. GALV. RAN. (10"" CED. 40)",
01302051,TCC840GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. GALV. LISO (8"" CED. 40)",
01302052,TCR1/2M,"TUBO DE COBRE RIGIDO DE 013 MM. TIPO M (1/2"")",
01302053,TCR1/4M,"TUBO DE COBRE RIGIDO DE 06 MM. TIPO M (1/4"")",
01302054,TPVC10RD14C900,"TUBO DE PVC DE 254 MM. C900 (10"" RD 14)",
01102192,CP10F905,"COPLE PARA TUBO DE HDPE VICTAULIC FIGURA 905 DE 254 MM. (10"")",
01302056,TCC820,"TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 06.3 MM. (8"" CED. 20)",
01302057,TCC1420,"TUBO DE ACERO AL CARBON CON COSTURA DE 356 X 07.9 MM. (14"" CED. 20)",
01302058,TPVC160SC,"TUBO DE PVC DE 152 MM. SAN. CEM. (6"")",
01302059,TCC11/410RJARATM,"TUBO DE A/C C/C DE 042.2 X 02.8 MM. ROJA RAN. (1 1/4"" CED. 10)",
01302060,TCC4DFE,"TUBO DE A/C C/C DE 114.3 MM. CED. 7 LISO (4"") SPS",
01302062,TCPVC280CORZAN,"TUBO DE CPVC CORZAN DE 051 MM.  (2"" CED. 80)",
01302063,TCPVC21/280CORZAN,"TUBO DE CPVC CORZAN DE 064 MM.  (2 1/2"" CED. 80)",
01302064,TCPVC380CORZAN,"TUBO DE CPVC CORZAN DE 076 MM.  (3"" CED. 80)",
01302065,TCPVC480CORZAN,"TUBO DE CPVC CORZAN DE 102 MM.  (4"" CED. 80) ",
01302066,TPVC180,"TUBO DE PVC DE 025 MM. (1"" CED. 80)",
01102318,SOP8TOLB3092,"SOPORTE TOLCO DE SILLIN TUBO AJUSTABLE C/YUGO DE 200 MM. MOD. B3092 (8"") ",
01102319,SOP10TOLB3092,"SOPORTE TOLCO DE SILLIN TUBO AJUSTABLE C/YUGO DE 254 MM. MOD. B3092 (10"")",
01102320,SOP11/2TOLB3092,"SOPORTE TOLCO DE SILLIN TUBO AJUSTABLE C/YUGO DE 038 MM. MOD. B3092 (1 1/2"")",
01302067,TPVC240HABOC,"TUBO DE PVC DE 051 MM. HID. ABOC. (2"" CED. 40)",
01302068,TPVC1RD26HABOC,"TUBO DE PVC DE 025 MM. HID. ABOC. (1"" RD 26)",
01302069,TPVC1040DWV,"TUBO DE PVC DE 254 MM. DWV (10"" CED. 40)",
01302070,TPVC840DWV,"TUBO DE PVC DE 203 MM. DWV (8"" CED. 40)",
01302071,TCC440AI316,"TUBO A/INOX. C/COSTURA T-316 DE 114.3 X 06.0 MM. (4"" CED. 40)",
01302072,TCC340AI316,"TUBO A/INOX. C/COSTURA T-316 DE 088.9 X 05.5 MM. (3"" CED. 40)",
01302073,THD6,"TUBO DE HIERRO DULCTIL DE 150 MM. (6"")",
01302074,THD10,"TUBO DE HIERRO DULCTIL CLASE 50 DE 250 MM. (10"")",
01302075,TSC1160GR,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 06.4 MM. GALV. ROSC. (1"" CED. 160)",
01302076,TSC11/2160GR,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 07.1 MM. GALV. ROSC. (1 1/2"" CED. 160)",
01102392,SOP6TOLB3092,"SOPORTE TOLCO DE SILLIN TUBO AJUSTABLE C/YUGO DE 152 MM. MOD. B3092 (6"")",
01302077,TCC3030,"TUBO DE ACERO AL CARBON CON COSTURA DE 762 X 15.88 MM. (30"" CED. 30)",
01302078,TCC24X15.88,"TUBO DE ACERO AL CARBON CON COSTURA DE 610 X 15.88 MM. (24"" X 0.625"")",
01302081,TPVC340DWV,"TUBO DE PVC DWV DE 076 MM. ABOC (3"" CED. 40)",
01302082,TCC21/210E,"TUBO DE A/C C/C DE 073.0 X 03.0 MM. LISO (2 1/2"" CED. 10)",
01302084,TPVC1240DWV,"TUBO DE PVC DE 305 MM. DWV (12"" CED. 40)",
01302085,TSC310AI316,"TUBO A/INOX. S/COSTURA T-316 DE 088.9 X 03.1 MM. (3"" CED. 10)",
01302086,TSC11/210AI316,"TUBO A/INOX. S/COSTURA T-316 DE 048.3 X 02.1 MM. (1 1/2"" CED. 10)",
01302087,TSC110AI316,"TUBO A/INOX. S/COSTURA T-316 DE 033.4 X 02.7 MM. (1"" CED 10)",
01302088,TSC3/410AI316,"TUBO A/INOX. S/COSTURA T-316 DE 026.7 X 02.1 MM (3/4"" CED 10)",
01302089,TSC1/210AI316,"TUBO A/INOX. S/COSTURA T-316 DE 021.3 X 02.1 MM. (1/2"" CED 10)",
01302090,TSC1260E,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 14.3 MM. (12"" CED. 60)",
01302091,TSC2060E,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 20.6 MM. (20"" CED. 60)",
01302092,TSC18X12.7E,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 12.7 MM. (18"" X 1/2"")",
01302093,TSC16100E,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 26.2 MM. (16"" CED. 100)",
01302095,TSC3/4XXSE,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 07.8 MM. (3/4"" CED. XXS)",
01302096,TSC1XXSE,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 09.1 MM. (1"" CED. XXS)",
01302097,THD4,"TUBO DE HIERRO DULCTIL DE 100 MM. (4"")",
01102556,TAJUSTE21/2,"TUBO DE AJUSTE TOLCO DE 064 MM. (2 1/2"") B3089",
01302098,TPVC380,"TUBO DE PVC DE 075 MM. (3"" CED. 80)",
01302099,TPPR20,TUBO DE POLIPROPILENO PLUS DE 020 MM.,
01302100,TPPR25,TUBO DE POLIPROPILENO PLUS DE 025 MM.,
01302101,TPPR32,TUBO DE POLIPROPILENO PLUS DE 032 MM.,
01302102,TPPR40,TUBO DE POLIPROPILENO PLUS DE 040 MM.,
01302103,TPPR50,TUBO DE POLIPROPILENO PLUS DE 050 MM.,
01302104,TSC340TM,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. (3"" CED. 40)",
01302094,TSC4120E,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 11.1 MM. (4"" CED. 120)",
01102612,SOPANT2AF411,"SOPORTE ANTISISMICO AF411 P TUBO DE 051 MM. (2"")",
01302105,TCR1M,"TUBO DE COBRE RIGIDO DE 025 MM. TIPO M (1"")",
01302106,TSC1/240AI316,"TUBO A/INOX. S/COSTURA T-316 DE 021.3 X 02.7 MM. (1/2"" CED 40)",
01302107,TSC3/440AI316,"TUBO A/INOX. S/COSTURA T-316 DE 026.7 X 02.9 MM. (3/4"" CED 40)",
01302108,TSC140AI316,"TUBO A/INOX. S/COSTURA T-316 DE 033.4 X 03.4 MM. (1"" CED 40)",
01302110,TSC21/2XXSE,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 14.0 MM. (2 1/2"" CED. XXS)",
01302111,TSC10X42.01E,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 42.01 MM. (10"" x 1.654"")",
01302112,TCC240REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. R. POL. (2"" CED. 40)",
01302113,TCC340REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. R. POL. (3"" CED. 40)",
01302115,TCC840REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. R. POL. (8"" CED. 40)",
01302114,TCC440REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM. R. POL. (4"" CED. 40)",
01302116,TCC1040REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 09.3 MM. R. POL. (10"" CED. 40)",
01302117,TCC12X9.5REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 324 X 09.5 MM. R. POL. (12"" X 3/8"")",
01302118,TCC1430REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 356 X 09.5 MM. R. POL. (14"" CED. 30)",
01302120,TCC18X9.5REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 457 X 09.5 MM. R. POL. (18"" X 3/8"")",
01302119,TCC1630REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 406 X 09.5 MM. R. POL. (16"" CED. 30)",
01302121,TCC2020REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 508 X 09.5 MM. R. POL. (20"" CED. 20)",
01302122,TCC2420REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 610 X 09.5 MM. R. POL. ( 24"" CED. 20 )",
01302123,TCC240FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. FBE (2"" CED. 40)",
01302124,TCC340FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. FBE (3"" CED. 40)",
01302125,TCC840FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. FBE (8"" CED. 40)",
01302126,TCC1040FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 09.3 MM. FBE (10"" CED. 40)",
01302127,TCC12X9.5FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 324 X 09.5 MM. FBE (12"" X 3/8"")",
01302128,TCC1430FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 356 X 09.5 MM. FBE (14"" CED. 30)",
01302129,TCC1630FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 406 X 09.5 MM. FBE (16"" CED. 30)",
01302130,TCC18X9.5FBE,"TUBO DE ACERO AL CARBON CON COSTURA DE 457 X 09.5 MM. FBE (18"" X 3/8"")",
01302131,TSC280REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. REC. POL. (2"" CED. 80)",
01302132,TSC21/240TM,"COT. ART. R01350001 TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 05.2 MM. (2 1/2"" CED. 40)",
01302133,TSC11/240TM,"COD. ART R01650001 TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 03.7 MM. (1 1/2"" CED. 40)",
01302134,TSC1240TM,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 10.3 MM. (12"" CED. 40)",
01302135,TPPR60,TUBO DE POLIPROPILENO PLUS DE 060 MM.,
01302136,TPPR75,TUBO DE POLIPROPILENO PLUS DE 075 MM.,
01302137,TCR1/2K,"TUBO DE COBRE RIGIDO DE 013 MM. TIPO K (1/2"")",
01620112,THDPE12RD13.5,"TUBO DE HDPE DE 305 MM. RD 13.5 (12"")",
01302138,TCC240ULFM,TUBO DE A/C C/C DE 060.3 X 03.9 MM. (2 CED. 40) UL/FM,
01302139,TCC11/240RAULFM,TUBO DE A/C C/C DE 048.3 X 03.7 MM. RAN. (1 1/2 CED. 40) UL/FM,
01302140,TCC21/240RAULFM,TUBO DE A/C C/C DE 073.0 X 05.2 MM. RAN. (2 1/2 CED. 40) UL/FM,
01302141,TCC1010RA,TUBO DE A/C C/C DE 273.1 X 04.70 MM. ROJA RAN. (10 CED. 10) UL FM,
01302142,THDPE2RD9,"TUBO DE HDPE DE 051 MM. RD 9 (2 "") ",
01610001,TPPR20PN16GF,"TUBO PPR VERDE PN16 D020 1/2"" GFHAKAN 4002002004021",
01610002,TPPR25PN16GF,"TUBO PPR VERDE PN16 D025 3/4"" GFHAKAN 4002002504121",
01610003,TPPR32PN16GF,"TUBO PPR VERDE PN16 D032 1"" GFHAKAN 4002003204221",
01610004,TPPR40PN16GF,"TUBO PPR VERDE PN16 D040  1 1/4"" GFHAKAN 4002004004321",
01610005,TPPR50PN16GF,"TUBO PPR VERDE PN16 D050 1 1/2"" GFHAKAN 4002005004421",
01610006,TPPR63PN16GF,"TUBO PPR VERDE PN16 D063 2"" GFHAKAN 4002006304521",
01610007,TPPR75PN16GF,"TUBO PPR VERDE PN16 D075 2 1/2"" GFHAKAN 4002007504621",
01610008,TPPR90PN16GF,"TUBO PPR VERDE PN16 D090 3"" GFHAKAN 4002009001021",
01610009,TPPR110PN16GF,"TUBO PPR VERDE PN16 D110 4"" GFHAKAN 4002011001021",
01610010,TPPR125PN16GF,"TUBO PPR VERDE PN16 D125 5"" GFHAKAN 4002012500921",
01610011,TCPVC3/4RD13.5BLZGF,"TUBO DE CPVC RD 13.5 DE 3/4"" H1350075CO1500 ",
01610012,TCPVC1RD13.5BLZGF,"TUBO DE CPVC RD 13.5 DE 1"" H1350100CO1500 ",
01610013,TCPVC11/4RD13.5BLZGF,"TUBO DE CPVC RD 13.5 DE 1-1/4"" H1350125CO1500 ",
01610014,TCPVC11/2RD13.5BLZGF,"TUBO DE CPVC RD 13.5 DE 1-1/2"" H1350150CO1500 ",
01610015,TCPVC2RD13.5BLZ15FT,"TUBO DE CPVC RD 13.5 DE 2"" 15FT H1350200CO1500",
01610016,TCPVC21/2RD13.5BLZGF,"TUBO DE CPVC RD 13.5 DE 2-1/2"" H1350250CO1500",
01610017,TCPVC3RD13.5BLZGF,"TUBO DE CPVC RD 13.5 DE 3"" H1350300CO1500 ",
01302143,TSC3/480REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. REC. POL. (3/4"" CED. 80)",
01302144,TSC180REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 04.6 MM. REC. POL. (1"" CED. 80)",
01302145,TSC340REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. REC. POL. (3"" CED. 40)",
01302146,TSC640REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. REC. POL. (6"" CED. 40)",
01302147,TCC640REPOL,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 07.1 MM. RECUB. POLYURETANO (6"" CED. 40)",
01302154,TPVC4RD26HABOC,"TUBO DE PVC DE 102 MM. HID. ABOC. (4"" RD 26)",
01302155,TPVC640HABOC,"TUBO DE PVC DE 152 MM. HID. ABOC. (6"" CED. 40)",
01302156,TPVC3/4R26HABOC,"TUBO DE PVC DE 019 MM. HID. ABOC. (3/4"" RD 26)",
01302157,TPVC24ALCS25,"TUBO ALCANTARILLADO SIST. METRICO SERIE 25 C/CAMP. DE 630 MM (24"")",
01302158,TCC3/410AI316,"TUBO A/INOX. C/COSTURA T-316 DE 026.7 X 02.1 MM. (3/4"" CED 10)",
01302159,TSC680PSL2,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 11.0 MM. PSL2 (6"" CED. 80)",
01302160,TPVC18ALCS25,"TUBO ALCANTARILLADO SIST. METRICO SERIE 25 C/CAMP. DE 450 MM (18"")",
01302161,TCC610RJARATME,"TUBO DE A/C C/C DE 168.3 X 03.4 MM. ROJA RAN. (6"" CED. 10)",
01302162,TCC1/240E,"TUBO DE ACERO AL CARBON CON COSTURA DE 021.3 X 02.8 MM. (1/2"" CED. 40)",
01302163,TCC3/440E,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. (3/4"" CED. 40)",
01302164,TCC11/240E,"TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 03.7 MM. (1 1/2"" CED. 40)",
01302165,TPVC640DWVATM,"TUBO DE PVC DE 152 MM. DWV ABOC (6"" CED. 40)",
01302166,TSC2160TM,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 08.7 MM. (2"" CED. 160)",
01302167,TSC1/2160AI316,"TUBO A/INOX. S/COSTURA T-316 DE 021.3 X 04.8 MM. (1/2"" CED 160)",
01302168,TCC240ROJA,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM ROJA RANURADA ( 2"" CED 40 )",
01302169,TCC3/440RJA,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. ROJA (3/4"" CED. 40)",
01302170,TCC140RA,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM. RAN (1"" CED. 40)",
01302171,TCC11/440RJA,"TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 03.6 MM. ROJA (1 1/4"" CED. 40)",
01302172,TCC340RJA,"TUBO DE ACERO AL CARBON CON COSTURA ROJO BERM UL/FM  DE 088.9 X 05.5 MM. (3"" CED. 40)",
01302173,TCC640RJA,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 07.1 MM. ROJA (6"" CED. 40)",
01302174,TSC840REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 08.2 MM. REC. POL. (8"" CED. 40)",
01302175,TSC1040REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 09.3 MM. REC. POL. (10"" CED. 40)",
01302176,TSC12X9.5REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 09.5 MM. REC. POL. (12"" X 3/8"")",
01302177,TSC1430REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 355.6 X 09.6 MM. REC. POL. (14"" CED. 30)",
01302178,TSC1630REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 09.6 MM. REC. POL. (16"" CED. 30)",
01302179,TSC2020REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 09.5 MM. REC. POL. (20"" CED. 20)",
01302180,TSC2420REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 610 X 09.5 MM. REC. POL. (24"" CED. 20)",
01302181,TSC1/280REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. REC. POL. (1/2"" CED. 80)",
01302182,TSC11/280REPOL,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 05.1 MM. REC. POL. (1 1/2"" CED. 80)",
01302183,TCC1/240RJA,"TUBO DE ACERO AL CARBON CON COSTURA DE 021.3 X 02.8 MM. ROJA (1/2"" CED. 40)",
01302184,TCC1040A500,"TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 09.3 MM. A-500 (10"" CED. 40)",
01302185,TCC1440A500,"TUBO DE ACERO AL CARBON CON COSTURA DE 356 X 11.1 MM. A-500 (14"" CED. 40)",
01302186,TSC340GR,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. GALV. ROSC. (3"" CED. 40)",
01302187,TSC3/480GR,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. GALV. ROSC. (3/4"" CED. 80)",
01302188,TSC3/440TM,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 02.9 MM. (3/4"" CED. 40)",
01302189,TPVC10CED40H,"TUBO DE PVC HID. DE 254 MM.  (10"" CED. 40)",
01302190,TPVC8CED40H,"TUBO DE PVC HID. DE 203 MM.  (8"" CED. 40)",
01302191,TPVC6CED40H,"TUBO DE PVC HID. DE 152 MM.  (6"" CED. 40)",
01620136,TPVC4DWVFC,"TUBO DE PVC DE 102 MM. DWV FC (4"")",
01620137,TPVC6DWVFC,"TUBO DE PVC DE 152 MM. DWV FC (6"")",
01103122,TSC540G,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 06.5 MM. GALV. (5"" CED. 40)",
01620154,TCPVC1/280CORZAN,"TUBO DE CPVC CORZAN DE 013 MM.  (1/2"" CED. 80) ",
01620155,TCPVC3/480CORZAN,"TUBO DE CPVC CORZAN DE 019 MM.  (3/4"" CED. 80)",
01620156,TCPVC180CORZAN,"TUBO DE CPVC CORZAN DE 025 MM.  (1"" CED. 80)",
01620157,TCPVC11/480CORZAN,"TUBO DE CPVC CORZAN DE 032 MM.  (1 1/4"" CED. 80)",
01620158,TCPVC11/280CORZAN,"TUBO DE CPVC CORZAN DE 038 MM.  (1 1/2"" CED. 80)",
01620159,TCPVC680CORZAN,"TUBO DE CPVC CORZAN DE 152 MM.  (6"" CED. 80)",
01620160,TCPVC880CORZAN,"TUBO DE CPVC CORZAN DE 203 MM.  (8"" CED. 80)",
01620161,TCPVC1/280CORZANA,"TUBO DE CPVC CORZAN DE 013 MM. AISLADO  (1/2"" CED. 80)",
01620162,TCPVC3/480CORZANA,"TUBO DE CPVC CORZAN DE 019 MM. AISLADO (3/4"" CED. 80)",
01620163,TCPVC180CORZANA,"TUBO DE CPVC CORZAN DE 025 MM. AISLADO (1"" CED. 80)",
01620164,TCPVC11/480CORZANA,"TUBO DE CPVC CORZAN DE 032 MM. AISLADO (1 1/4"" CED. 80)",
01620165,TCPVC11/280CORZANA,"TUBO DE CPVC CORZAN DE 038 MM. AISLADO (1 1/2"" CED. 80)",
01620166,TCPVC280CORZANA,"TUBO DE CPVC CORZAN DE 051 MM. AISLADO  (2"" CED. 80) ",
01620167,TCPVC280CORZANA,"TUBO DE CPVC CORZAN DE 064 MM. AISLADO (2 1/2"" CED. 80)",
01620168,TCPVC380CORZANA,"TUBO DE CPVC CORZAN DE 076 MM. AISLADO (3"" CED. 80)",
01620169,TCPVC480CORZANA,"TUBO DE CPVC CORZAN DE 102 MM. AISLADO (4"" CED. 80)",
01620170,TCPVC680CORZANA,"TUBO DE CPVC CORZAN DE 152 MM. AISLADO (6"" CED. 80)",
01620171,TCPVC880CORZANA,"TUBO DE CPVC CORZAN DE 203 MM. AISLADO (8"" CED. 80)",
01620174,TPVC240,"TUBO DE PVC DE 051 MM. (2"" CED. 40)",
01620177,TPVC840,"TUBO DE PVC DE 203 MM. (8"" CED. 40)",
01620178,TPVC1040,"TUBO DE PVC DE 254 MM. (10"" CED. 40)",
01302192,TSC3/840AI304,"TUBO A/INOX. C/COSTURA T-304 DE 017.1 X 02.3 MM. (3/8"" CED. 40)",
01302193,TSC610AI316,"TUBO A/INOX. S/COSTURA T-316 DE 168.3 X 03.4 MM. (6"" CED. 10)",
01302194,TSC540RA,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 06.5 MM. RAN. (5"" CED. 40)",
01302195,TSC1680TM,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 21.4 MM. (16"" CED. 80)",
01302196,TSC2080TM,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 26.2 MM. (20"" CED. 80)",
01302197,TSC1/280TM,"COD. ART. R03040003 TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. (1/2"" CED. 80)",
01302198,TSC1080TM,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 15.1 MM. (10"" CED. 80)",
01302199,TSC540E,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 06.5 MM. (5"" CED. 40)",
01302200,TSC640E,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. (6"" CED. 40)",
01302201,TSC1040E,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 09.3 MM. (10"" CED. 40)",
01620225,TPVC11/240,"TUBO DE PVC DE 038 MM. (1 1/2"" CED. 40)",
01302202,TCC1/440R,"TUBO DE ACERO AL CARBON CON COSTURA DE 013.7 X 02.2 MM. ROSC. (1/4"" CED. 40)",
01302203,TCC21/2DFRJARA,"TUBO DE A/C C/C DE 073.0 MM. CED. 7 RAN. ROJA (2 1/2"") DF",
01302204,TSC1860,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 19.5 MM. (18"" CED. 60)",
01103227,CP12F905,"COPLE PARA TUBO DE HDPE VICTAULIC FIGURA 905 DE 305 MM. (12"")",
01302205,TSC840GLTM,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 08.2 MM. GALV. LISO (8"" CED. 40)",
01302206,TSC880TM,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 12.7 MM. (8"" CED. 80)",
01302209,TFLEX3/4PVC,"TUBO FLEXIBLE DE ACERO DE 019 MM. FORRADO PVC (3/4"")",
01302210,TFLEX3/4ZAPA,"TUBO FLEXIBLE DE ACERO DE 019 MM. ZAPA (3/4"")",
01500047,CON1PVC,"CONECTOR PARA TUBO DE PVC PESADO DE 025 MM (1"")",
01500048,CP1TPVCP,"COPLE PARA TUBO CONDUIT DE PVC PESADO DE 025 MM (1"")",
01620277,TPVC1/2CED40HID,"TUBO DE PVC HID. DE 13 MM. (1/2"" CED. 40)",
01620285,TCPVC3/440HID,"TUBO DE CPVC HID  DE 019 MM.   ( 3/4""  CED. 40 )",
01302211,TCC4DFRJATM,"TUBO DE A/C C/C DE 114.3 MM. CED. 7 ROJO (4"") SPS",
01620288,TPVC4C900DR18,"TUBO DE PVC DR18 C900 UL/FM 100MM ( 4"") ",
01500089,TFLEX1/2PVC,"TUBO FLEXIBLE DE ACERO DE 013 MM. FORRADO PVC (1/2"")",
01500080,CCU1/2,"CONECTOR CURVO PARA TUBO FLEXIBLE DE 013 MM. (1/2"") ",
01500083,CP3/4TPVCP,"COPLE PARA TUBO CONDUIT DE PVC PESADO DE 019 MM (3/4"")",
01302212,TCC11/440RA,"TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 03.6 MM. RAN. (1 1/4"" CED. 40)",
01302213,TCC3/440GLTM,"COD ART R01920001 TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. GALV. LISO (3/4"" CED. 40)",
01620291,TPVC4CED80HID,"TUBO DE PVC HID. DE 102 MM.  (4"" CED. 80)",
01302214,TSC11/210AI304,"TUBO A/INOX. S/COSTURA T-304 DE 048.3 X 02.8 MM. (1 1/2"" CED. 10)",
01302215,TSC3/410AI304,"TUBO A/INOX. S/COSTURA T-304 DE 026.7 X 02.1 MM. (3/4"" CED. 10)",
01302216,TCC140ULFM,"TUBO DE A/C C/C DE 033.4 X 03.4 MM. (1"" CED. 40) UL FM",
01302217,TCC11/440ULFM,TUBO DE A/C C/C DE 042.2 X 03.6 MM. (1 1/4 CED. 40) UL/FM,
